Variables = Iteration, log_Relative_Residue_momentum, Residue_momentum, log_RR_cont, Residue_continuity 
0 0 0.00277297 0 1e-30
1 -0.0717564 0.00235065 0 1e-30
2 -0.138145 0.00201744 0 1e-30
3 -0.199648 0.00175104 7.42657 2.67038e-23
4 -0.256627 0.00153574 7.34527 2.21447e-23
5 -0.309375 0.0013601 7.95992 -9.11839e-23
6 -0.358154 0.0012156 6.89297 -7.81576e-24
7 -0.403217 0.00109579 7.67112 4.68946e-23
8 -0.444815 0.000995702 7.86301 -7.29471e-23
9 -0.483206 0.000911463 0 1e-30
10 -0.518646 0.000840039 8.36033 -2.29262e-22
11 -0.551391 0.000779029 8.44927 -2.81367e-22
12 -0.581692 0.000726529 7.61997 4.16841e-23
13 -0.609787 0.000681017 8.36033 2.29262e-22
14 -0.6359 0.000641275 7.61997 -4.16841e-23
15 -0.660239 0.000606325 7.79606 6.25261e-23
16 -0.682991 0.000575378 8.64116 4.37683e-22
17 -0.704327 0.000547795 8.59769 -3.95998e-22
18 -0.724396 0.000523056 7.921 -8.33681e-23
19 -0.743334 0.000500739 8.57421 -3.75156e-22
20 -0.761256 0.000480495 8.89872 7.91997e-22
21 -0.778266 0.00046204 7.921 -8.33681e-23
22 -0.794454 0.000445134 7.921 8.33681e-23
23 -0.809898 0.000429583 8.09709 -1.25052e-22
24 -0.824668 0.000415219 8.22203 -1.66736e-22
25 -0.838823 0.000401904 7.921 -8.33681e-23
26 -0.852415 0.00038952 8.66136 -4.58525e-22
27 -0.865492 0.000377966 8.57421 -3.75156e-22
28 -0.878094 0.000367157 8.96239 9.17049e-22
29 -0.890256 0.000357017 8.31894 -2.0842e-22
30 -0.90201 0.000347484 8.09709 -1.25052e-22
31 -0.913386 0.0003385 8.09709 -1.25052e-22
32 -0.924408 0.000330018 8.39812 2.50104e-22
33 -0.935098 0.000321993 9.06713 -1.16715e-21
34 -0.945478 0.000314389 8.39812 -2.50104e-22
35 -0.955565 0.000307171 8.22203 1.66736e-22
36 -0.965376 0.000300309 0 1e-30
37 -0.974928 0.000293777 9.28273 -1.91747e-21
38 -0.984232 0.00028755 8.7661 5.83577e-22
39 -0.993302 0.000281606 8.7661 5.83577e-22
40 -1.00215 0.000275927 8.7661 5.83577e-22
41 -1.01079 0.000270494 8.7661 -5.83577e-22
42 -1.01922 0.000265291 7.921 -8.33681e-23
43 -1.02746 0.000260304 9.17627 -1.50063e-21
