0 0 0.00277297 0 1e-30
1 -0.0717564 0.00235065 0 1e-30
2 -0.138117 0.00201757 0 1e-30
3 -0.199552 0.00175143 7.80279 -6.3503e-23
4 -0.256446 0.00153638 7.34527 2.21447e-23
5 -0.309135 0.00136085 8.16404 -1.45894e-22
6 -0.357929 0.00121623 8.11482 -1.30263e-22
7 -0.403123 0.00109603 7.67112 -4.68946e-23
8 -0.445001 0.000995276 8.16404 -1.45894e-22
9 -0.483836 0.000910142 7.71688 -5.21051e-23
10 -0.519887 0.000837641 8.22203 -1.66736e-22
11 -0.553402 0.000775431 7.921 8.33681e-23
12 -0.584611 0.000721661 8.66136 4.58525e-22
13 -0.613732 0.000674859 7.61997 4.16841e-23
14 -0.640962 0.000633844 8.73391 -5.41893e-22
15 -0.666484 0.000597669 8.31894 2.0842e-22
16 -0.690462 0.000565566 0 1e-30
17 -0.713045 0.000536908 8.22203 -1.66736e-22
18 -0.734368 0.000511184 0 1e-30
19 -0.754549 0.000487973 8.61997 -4.16841e-22
20 -0.773695 0.000466928 8.57421 3.75156e-22
21 -0.791901 0.000447758 8.66136 -4.58525e-22
22 -0.809251 0.000430223 8.7661 5.83577e-22
23 -0.82582 0.000414119 8.82409 -6.66945e-22
24 -0.841674 0.000399274 8.79606 -6.25261e-22
25 -0.856872 0.000385543 8.39812 -2.50104e-22
26 -0.871467 0.000372801 8.57421 -3.75156e-22
27 -0.885505 0.000360944 0 1e-30
28 -0.899029 0.000349878 8.69915 5.00209e-22
29 -0.912074 0.000339524 9.00018 -1.00042e-21
30 -0.924675 0.000329814 8.96239 9.17049e-22
31 -0.936862 0.000320688 7.921 -8.33681e-23
32 -0.948661 0.000312093 8.61997 4.16841e-22
33 -0.960097 0.000303982 8.921 -8.33681e-22
34 -0.971192 0.000296314 8.82409 -6.66945e-22
35 -0.981967 0.000289053 9.00018 -1.00042e-21
36 -0.992439 0.000282167 8.39812 -2.50104e-22
37 -1.00262 0.000275626 9.17627 1.50063e-21
38 -1.01254 0.000269404 0 1e-30
39 -1.0222 0.000263478 8.96239 -9.17049e-22
40 -1.03162 0.000257828 7.921 -8.33681e-23
41 -1.0408 0.000252432 8.69915 5.00209e-22
42 -1.04976 0.000247276 7.921 8.33681e-23
43 -1.05852 0.000242342 8.921 -8.33681e-22
44 -1.06707 0.000237616 8.52306 -3.33472e-22
45 -1.07543 0.000233086 9.06713 -1.16715e-21
