0 0 0.000366918 0 -4.32931e-05
1 0.0173542 0.000381877 0.00841491 -4.41401e-05
2 0.0340651 0.000396857 0.0169734 -4.50186e-05
3 0.0501307 0.000411813 0.0256527 -4.59273e-05
4 0.0655603 0.000426706 0.0344316 -4.68652e-05
5 0.08037 0.000441508 0.0432894 -4.78308e-05
6 0.0945803 0.000456194 0.0522068 -4.88231e-05
7 0.108214 0.000470742 0.0611653 -4.98407e-05
8 0.121294 0.000485135 0.0701474 -5.08822e-05
9 0.133844 0.000499359 0.0791365 -5.19463e-05
10 0.145887 0.0005134 0.0881168 -5.30317e-05
11 0.157445 0.000527247 0.0970733 -5.41367e-05
12 0.168539 0.000540888 0.105992 -5.52599e-05
13 0.179188 0.000554315 0.114859 -5.63998e-05
14 0.189411 0.000567519 0.123661 -5.75546e-05
15 0.199227 0.000580492 0.132387 -5.87226e-05
16 0.208652 0.000593227 0.141024 -5.99022e-05
17 0.217702 0.000605719 0.149561 -6.10913e-05
18 0.226395 0.000617964 0.157987 -6.22882e-05
19 0.234744 0.00062996 0.166293 -6.34908e-05
20 0.242768 0.000641707 0.174466 -6.46971e-05
21 0.250481 0.000653205 0.182499 -6.59048e-05
22 0.2579 0.000664461 0.19038 -6.71118e-05
23 0.265044 0.000675481 0.198102 -6.83157e-05
24 0.271922 0.000686264 0.205641 -6.95119e-05
25 0.278516 0.000696763 0.212931 -7.06885e-05
26 0.284832 0.00070697 0.219949 -7.18402e-05
27 0.290871 0.000716868 0.226688 -7.29637e-05
28 0.296618 0.000726418 0.233147 -7.40569e-05
29 0.302079 0.00073561 0.239328 -7.51183e-05
30 0.307265 0.000744448 0.245232 -7.61465e-05
31 0.312191 0.000752939 0.250862 -7.71402e-05
32 0.316874 0.000761102 0.256225 -7.80986e-05
33 0.321332 0.000768956 0.261321 -7.90205e-05
34 0.325587 0.000776526 0.266157 -7.99052e-05
35 0.32966 0.000783842 0.270735 -8.0752e-05
36 0.333573 0.000790937 0.275057 -8.15597e-05
37 0.33735 0.000797846 0.279129 -8.23279e-05
38 0.341015 0.000804608 0.282952 -8.3056e-05
39 0.344591 0.00081126 0.286529 -8.37427e-05
40 0.348101 0.000817844 0.289861 -8.43878e-05
41 0.351542 0.000824349 0.292953 -8.49906e-05
42 0.354904 0.000830755 0.295808 -8.55512e-05
43 0.358175 0.000837035 0.298429 -8.60692e-05
44 0.361345 0.000843168 0.300822 -8.65447e-05
45 0.364408 0.000849135 0.302992 -8.69782e-05
46 0.367358 0.000854923 0.304945 -8.73703e-05
47 0.370196 0.000860527 0.306688 -8.77215e-05
48 0.372923 0.000865947 0.308225 -8.80327e-05
49 0.375549 0.000871199 0.309564 -8.83044e-05
50 0.378085 0.000876302 0.310711 -8.85379e-05
51 0.380539 0.000881267 0.311672 -8.8734e-05
52 0.382912 0.000886096 0.312455 -8.88942e-05
53 0.385227 0.000890833 0.313068 -8.90198e-05
54 0.387513 0.000895534 0.31352 -8.91124e-05
55 0.389789 0.00090024 0.313818 -8.91736e-05
56 0.392058 0.000904955 0.313971 -8.92052e-05
57 0.394314 0.000909667 0.31399 -8.92089e-05
58 0.396546 0.000914354 0.313882 -8.91869e-05
59 0.398742 0.000918989 0.313659 -8.91409e-05
60 0.400891 0.000923548 0.313328 -8.90731e-05
61 0.402983 0.000928008 0.312901 -8.89855e-05
62 0.405013 0.000932356 0.312387 -8.88802e-05
63 0.406976 0.000936579 0.311796 -8.87594e-05
64 0.408875 0.000940685 0.311138 -8.86251e-05
65 0.410719 0.000944686 0.310424 -8.84794e-05
66 0.41252 0.000948614 0.309662 -8.83244e-05
67 0.414295 0.000952497 0.308863 -8.81621e-05
68 0.416044 0.000956341 0.308037 -8.79946e-05
69 0.417788 0.00096019 0.307193 -8.78237e-05
